BSSID,Channel,Privacy,Ciper,Auth,Power,ESSID,Lat,Lon
02:1D:D4:8D:5C:B0,11,WPA2,CCMP,PSK,-51,None,,
02:1D:D5:20:56:80,1,WPA2,CCMP,PSK,-79,None,,
02:1D:D5:20:73:50,11,WPA2,CCMP,PSK,-73,None,,
02:1D:D5:86:20:50,1,WPA2,CCMP,PSK,-79,None,,
02:1D:D5:87:9F:50,1,WPA2,CCMP,PSK,-63,None,,
02:1D:D5:FA:E4:70,1,WPA2,CCMP,PSK,-51,None,,
02:1D:D6:1C:A2:80,11,WPA2,CCMP,PSK,-75,None,,
02:1D:D6:1F:0B:10,1,WPA2,CCMP,PSK,-79,None,,
02:1D:D6:2D:16:B0,11,WPA2,CCMP,PSK,-59,None,,
02:1D:D6:6A:FA:40,6,WPA2,CCMP,PSK,-63,None,,
02:1D:D6:6C:08:60,1,WPA2,CCMP,PSK,-75,None,,
02:21:71:F5:E5:F4,6,OPN,,,-65,HPJ610a.F65C05,,
02:21:B1:6C:1E:6C,6,OPN,,,-83,HPCP1525-a3e218,,
02:22:10:B5:C9:01,1,WPA2WPA,CCMP TKIP,PSK,-77,PELROD2,,
02:22:82:DD:20:DC,6,OPN,,,-47,HP-nomodel.2DCB2F,,
02:26:82:C5:C0:4A,1,WEP,WEP,,-65,AlsPlace_Guest,,
02:6B:9E:68:E8:EA,11,WPA2,CCMP,PSK,-71,DIRECT-VY-VIZIOTV,,
02:71:CC:26:D1:00,6,WPA2,CCMP,PSK,-63,DIRECT-4X-BRAVIA,,
02:90:7F:21:2A:F8,11,WPA2WPA,CCMP TKIP,PSK,-73,BVDC-Guest,,
02:AC:E0:53:91:C0,1,WPA2,CCMP,PSK,-65,None,,
02:AC:E0:5B:20:E0,11,WPA2,CCMP,PSK,-71,None,,
02:AC:E0:E2:10:30,11,WPA2,CCMP,PSK,-67,None,,
02:F8:93:1D:69:F0,11,WPA2,CCMP,PSK,-59,None,,
02:F8:93:41:36:00,11,WPA2,CCMP,PSK,-73,None,,
02:F8:93:A2:85:D0,1,WPA2,CCMP,PSK,-51,None,,
02:F8:93:A2:F2:C0,9,WPA2,CCMP,PSK,-65,None,,
02:F8:93:A2:F6:D0,11,WPA2,CCMP,PSK,-79,None,,
02:F8:93:A3:16:50,1,WPA2,CCMP,PSK,-77,None,,
02:F8:93:F3:3D:50,11,WPA2,CCMP,PSK,-61,None,,
04:18:D6:7B:6F:20,6,WPA2,CCMP,PSK,-79,Eichhoernchen,,
04:18:D6:7B:6F:21,6,WPA2,CCMP,PSK,-77,guest monkey,,
04:18:D6:7D:02:A0,1,WPA2,CCMP,PSK,-77,ScrippsNet,,
04:18:D6:7D:02:A1,1,WPA2,CCMP,PSK,-79,ScrippsNet - Guest,,
04:18:D6:7D:2C:40,11,WPA2,CCMP,PSK,-83,ScrippsNet,,
04:18:D6:7D:68:00,11,WPA2,CCMP,PSK,-79,ScrippsNet,,
04:4E:5A:19:A3:30,6,WPA2WPA,CCMP TKIP,PSK,-73,KelpieLarkspur,,
04:4E:5A:1A:9D:C2,11,WPA2WPA,CCMP TKIP,PSK,-67,RUIZCASTRO2.4,,
04:4E:5A:1D:26:6F,6,WPA2WPA,CCMP TKIP,PSK,-73,Boulder Holiday ,,
04:4E:5A:20:E8:0E,11,WPA2WPA,CCMP TKIP,PSK,-79,Boulder6,,
04:4E:5A:94:D7:EA,6,WPA2WPA,CCMP TKIP,PSK,-71,thepinkhouse2,,
04:4E:5A:9A:60:31,6,WPA2WPA,CCMP TKIP,PSK,-83,Hold The Door,,
04:4E:5A:C7:C9:89,11,WPA2WPA,CCMP TKIP,PSK,-79,Nope - not your wifi,,
04:4E:5A:C7:DB:B3,11,WPA2WPA,CCMP TKIP,PSK,-77,NWC,,
04:A1:51:17:19:75,4,WPA2,CCMP,PSK,-81,NETGEAR65,,
04:A1:51:18:5E:53,4,WPA2,CCMP,PSK,-61,NETGEAR10,,
04:A1:51:1B:E5:22,11,WPA2,CCMP,PSK,-81,Storage14,,
04:A1:51:21:A7:92,1,WPA2,CCMP,PSK,-65,NETGEAR39,,
04:A1:51:26:71:AC,6,WPA2,CCMP,PSK,-79,KIR Collection,,
04:A1:51:36:88:9D,11,WPA2WPA,CCMP TKIP,PSK,-83,TSAhome_2GEXT,,
04:A1:51:49:AE:CC,6,WPA2,CCMP,PSK,-77,ngHub_31943ANN00DAC,,
04:A1:51:5D:E7:67,6,WPA2,CCMP,PSK,-77,ngHub_3EX344NH010EC,,
04:A1:51:8D:CA:87,6,WPA2,CCMP,PSK,-61,Tienkenlaw,,
04:A1:51:90:A7:40,11,WPA2,CCMP,PSK,-75,blanco,,
04:A1:51:9A:3C:C7,6,WPA2,CCMP,PSK,-83,MyPlace,,
04:A1:51:AC:EC:DC,6,WPA2,CCMP,PSK,-77,NETGEAR56,,
04:A1:51:B0:76:2B,1,WPA2,CCMP,PSK,-47,PorterWillis,,
04:A1:51:C2:B0:9E,11,WPA2,CCMP,PSK,-77,Treehouse Learning_EXT,,
04:A1:51:C6:CB:7C,1,WPA2,CCMP,PSK,-77,seawing,,
04:A1:51:DC:5A:DF,7,WPA2,CCMP,PSK,-73,NETGEAR21,,
04:BF:6D:28:24:6E,11,WPA2WPA,CCMP TKIP,PSK,-71,FuckLoveShack,,
04:BF:6D:28:F3:3F,1,WPA2WPA,CCMP TKIP,PSK,-79,CenturyLink6743,,
04:BF:6D:A8:8B:29,9,WPA2WPA,CCMP TKIP,PSK,-77,shri,,
04:BF:6D:D0:34:1F,11,WPA2WPA,CCMP TKIP,PSK,-83,CenturyLink2171,,
04:BF:6D:DF:CA:96,1,WPA2WPA,CCMP TKIP,PSK,-73,Cybertech,,
04:BF:6D:FC:17:C2,6,WPA2WPA,CCMP TKIP,PSK,-43,Divine Canine,,
06:18:0A:27:E0:08,11,WPA2WPA,CCMP TKIP,PSK,-77,Balfour_Guest,,
06:18:0A:38:05:B8,6,WPA2WPA,CCMP TKIP,PSK,-71,Balfour_Guest,,
06:18:0A:79:DC:87,11,WPA2WPA,CCMP TKIP,PSK,-71,Balfour_Guest,,
06:18:0A:81:F0:A6,1,WPA2WPA,CCMP TKIP,PSK,-77,Balfour_Guest,,
06:18:0A:81:F0:D4,6,WPA2WPA,CCMP TKIP,PSK,-73,Balfour_Guest,,
06:18:0A:81:F8:3A,6,WPA2WPA,CCMP TKIP,PSK,-71,Balfour_Guest,,
06:18:0A:81:FA:A0,11,WPA2WPA,CCMP TKIP,PSK,-73,Balfour_Guest,,
06:18:0A:82:B9:DC,1,WPA2WPA,CCMP TKIP,PSK,-77,Balfour_Guest,,
06:1D:CF:8B:6C:00,6,OPN,,,-71,xfinitywifi,,
06:1D:D0:07:84:70,6,OPN,,,-79,xfinitywifi,,
06:1D:D0:08:D0:B0,11,OPN,,,-79,xfinitywifi,,
06:1D:D0:1A:2D:10,1,OPN,,,-75,xfinitywifi,,
06:1D:D0:6F:96:10,11,OPN,,,-73,xfinitywifi,,
06:1D:D0:EA:24:10,1,OPN,,,-75,xfinitywifi,,
06:1D:D1:0A:09:B0,1,OPN,,,-65,xfinitywifi,,
06:1D:D1:1B:FC:C0,1,OPN,,,-63,xfinitywifi,,
06:1D:D1:2B:7B:C0,11,OPN,,,-75,xfinitywifi,,
06:1D:D1:36:35:30,1,OPN,,,-51,xfinitywifi,,
06:1D:D1:77:39:E0,11,OPN,,,-63,xfinitywifi,,
06:1D:D2:0A:32:F0,6,OPN,,,-73,xfinitywifi,,
06:1D:D2:3F:55:00,11,OPN,,,-73,xfinitywifi,,
06:1D:D2:61:0F:C0,1,OPN,,,-77,xfinitywifi,,
06:1D:D2:69:D2:50,1,OPN,,,-67,xfinitywifi,,
06:1D:D2:69:FE:40,1,OPN,,,-69,xfinitywifi,,
06:1D:D3:0F:94:C0,6,OPN,,,-75,xfinitywifi,,
06:1D:D3:52:30:F0,11,OPN,,,-81,xfinitywifi,,
06:1D:D3:A2:F3:A0,1,OPN,,,-55,xfinitywifi,,
06:1D:D3:AF:ED:50,6,OPN,,,-59,xfinitywifi,,
06:1D:D4:8B:A3:F0,6,OPN,,,-65,xfinitywifi,,
06:1D:D4:8D:1D:20,11,OPN,,,-77,xfinitywifi,,
06:1D:D4:8D:5C:B0,11,OPN,,,-51,xfinitywifi,,
06:1D:D5:20:56:80,1,OPN,,,-77,xfinitywifi,,
06:1D:D5:20:73:50,11,OPN,,,-71,xfinitywifi,,
06:1D:D5:87:9F:50,1,OPN,,,-69,xfinitywifi,,
06:1D:D5:FA:E4:70,1,OPN,,,-51,xfinitywifi,,
06:1D:D6:1F:03:A0,6,OPN,,,-75,xfinitywifi,,
06:1D:D6:1F:0B:10,1,OPN,,,-75,xfinitywifi,,
06:1D:D6:2D:16:B0,11,OPN,,,-61,xfinitywifi,,
06:1D:D6:6A:FA:40,6,OPN,,,-61,xfinitywifi,,
06:1D:D6:6D:AB:50,1,OPN,,,-71,xfinitywifi,,
06:26:B0:FE:6B:15,1,WPA2WPA,CCMP TKIP,PSK,-69,Lucia Robinson's Guest Network,,
06:26:BB:74:83:C5,11,WPA2WPA,CCMP TKIP,PSK,-73,A&M-2,,
06:26:BB:79:BF:FF,6,WPA2,CCMP,PSK,-63, Michael Laage's Guest Network,,
06:3E:0C:AD:ED:F0,11,OPN,,,-65,xfinitywifi,,
06:4E:5A:1A:9D:C2,11,WPA2WPA,CCMP TKIP,PSK,-65,None,,
06:4E:5A:1D:26:6F,6,WPA2WPA,CCMP TKIP,PSK,-71,None,,
06:4E:5A:93:64:73,11,WPA2WPA,CCMP TKIP,PSK,-77,None,,
06:4E:5A:93:7B:2A,1,WPA2WPA,CCMP TKIP,PSK,-75,None,,
06:4E:5A:94:D7:EA,6,WPA2WPA,CCMP TKIP,PSK,-77,None,,
06:4E:5A:A7:41:0B,1,WPA2WPA,CCMP TKIP,PSK,-79,None,,
06:4E:5A:C7:C9:89,11,WPA2WPA,CCMP TKIP,PSK,-79,None,,
06:4E:5A:C7:DB:B3,11,WPA2WPA,CCMP TKIP,PSK,-81,None,,
06:8E:F2:63:A4:B8,6,WPA2,CCMP,PSK,-61,Peace Guest_EXT,,
06:A1:51:8D:CA:87,6,WPA2,CCMP,PSK,-73,Tienkenguest,,
06:AC:E0:3D:4F:C0,11,OPN,,,-81,xfinitywifi,,
06:AC:E0:53:E5:00,1,OPN,,,-77,xfinitywifi,,
06:AC:E0:75:CF:80,1,OPN,,,-77,xfinitywifi,,
06:AC:E0:E2:10:30,11,OPN,,,-67,xfinitywifi,,
06:F8:93:1D:69:F0,11,OPN,,,-59,xfinitywifi,,
06:F8:93:41:36:00,11,OPN,,,-73,xfinitywifi,,
06:F8:93:A2:85:D0,1,OPN,,,-61,xfinitywifi,,
06:F8:93:A2:F2:C0,9,OPN,,,-69,xfinitywifi,,
06:F8:93:A2:F6:D0,11,OPN,,,-83,xfinitywifi,,
06:F8:93:A3:16:50,1,OPN,,,-73,xfinitywifi,,
06:F8:93:F3:3D:50,11,OPN,,,-61,xfinitywifi,,
06:F8:93:F9:92:D0,11,OPN,,,-77,xfinitywifi,,
08:05:81:A1:48:37,6,WPA2,CCMP,PSK,-71,None,,
08:05:81:A1:55:77,11,WPA2,CCMP,PSK,-81,None,,
08:3E:0C:AD:ED:F0,11,WPA2,CCMP,PSK,-67,Bricker,,
08:5B:0E:B0:C1:BB,3,WPA2,CCMP,PSK,-69,Burger King,,
08:5B:0E:E8:07:8F,11,WPA2,CCMP,PSK,-81,SP,,
08:60:6E:BE:6D:40,6,WPA2,CCMP,PSK,-67,4N6,,
08:60:6E:EA:E0:E0,6,WPA2,CCMP,PSK,-61,ASUS,,
08:62:66:3A:4D:B0,1,WPA2,CCMP,PSK,-77,goldshome,,
08:62:66:3D:83:80,6,WPA2,CCMP,PSK,-61,CrestNetAP,,
08:62:66:3F:87:10,6,WPA2,CCMP,PSK,-77,bernina,,
08:62:66:8E:2C:D0,2,WPA2,CCMP,PSK,-77,GSV Death and Gravity,,
08:62:66:8E:5E:40,6,WPA2,CCMP,PSK,-65,Foxy,,
08:62:66:8E:5E:41,6,WPA2,CCMP,PSK,-63,Fox-Guest,,
08:86:3B:04:7C:34,11,WPA2,CCMP,PSK,-73,chalet millert,,
08:86:3B:0E:78:79,11,WPA2,CCMP,PSK,-67,belkin.879,,
08:86:3B:30:FD:7E,9,WPA2,CCMP,PSK,-67,Green Tea,,
08:86:3B:58:40:C4,6,WPA2,CCMP,PSK,-79,Studio,,
08:86:3B:71:A2:50,6,WPA2,CCMP,PSK,-79,belkin.250,,
08:86:3B:84:9F:B2,4,WPA2,CCMP,PSK,-77,belkin.fb2,,
08:86:3B:98:F8:42,1,WPA2,CCMP,PSK,-69,belkin.842,,
0A:18:D6:2F:BF:4E,11,WPA2WPA,CCMP TKIP,PSK,-61,CRLPC,,
0A:18:D6:57:7F:0F,1,WPA2WPA,CCMP TKIP,PSK,-73,WoodWireless,,
0A:18:D6:61:F2:A6,11,WPA2WPA,CCMP TKIP,PSK,-29,LuLu's BBQ,,
0A:18:D6:6B:0A:4D,1,WPA2WPA,CCMP TKIP,PSK,-71,RHS,,
0A:18:D6:CB:01:AE,6,WPA2WPA,CCMP TKIP,PSK,-71,Therapy_WAP,,
0A:86:3B:58:40:C5,6,OPN,,,-79,belkin.0c4.guests,,
0C:54:A5:60:E2:98,1,WPA2WPA,CCMP TKIP,PSK,-65,Alansalinas2.4,,
0C:54:A5:60:E2:99,1,WPA2WPA,CCMP TKIP,PSK,-65,None,,
0C:54:A5:60:E2:9A,1,OPN,,,-59,xfinitywifi,,
0C:54:A5:7B:32:C8,1,WPA2WPA,CCMP TKIP,PSK,-73,HAPPYDAY,,
0C:54:A5:7B:32:C9,1,WPA2WPA,CCMP TKIP,PSK,-75,None,,
0C:54:A5:7B:32:CA,1,OPN,,,-77,xfinitywifi,,
0C:54:A5:7B:DA:90,1,WPA2WPA,CCMP TKIP,PSK,-73,HOME-6CD7-2.4,,
0C:54:A5:7B:DA:91,1,WPA2WPA,CCMP TKIP,PSK,-71,None,,
0C:54:A5:7B:DA:92,1,OPN,,,-69,xfinitywifi,,
0C:54:A5:8D:1E:F0,11,WPA2WPA,CCMP TKIP,PSK,-75,HOME-F64F-2.4,,
0C:54:A5:8D:1E:F1,11,WPA2WPA,CCMP TKIP,PSK,-77,None,,
0C:54:A5:8D:1E:F2,11,OPN,,,-75,xfinitywifi,,
0C:54:A5:D2:EF:B0,6,WPA2WPA,CCMP TKIP,PSK,-77,Inalambrico23,,
0C:54:A5:E1:11:F9,6,WPA2WPA,CCMP TKIP,PSK,-77,None,,
0C:54:A5:E9:00:52,11,OPN,,,-75,xfinitywifi,,
0C:54:A5:EE:80:10,1,WPA2WPA,CCMP TKIP,PSK,-73,Hollyhock8571-2.4,,
0C:54:A5:EE:80:11,1,WPA2WPA,CCMP TKIP,PSK,-73,None,,
0C:54:A5:EE:80:12,1,OPN,,,-75,xfinitywifi,,
0C:F8:93:1D:69:F0,11,WPA2WPA,CCMP TKIP,PSK,-57,HOME-69F2,,
0C:F8:93:44:62:90,1,WPA2WPA,CCMP TKIP,PSK,-77,HOME-6292,,
0C:F8:93:A2:85:D0,1,WPA2WPA,CCMP TKIP,PSK,-57,HOME-85D2,,
0C:F8:93:A2:DE:A0,10,WPA2WPA,CCMP TKIP,PSK,-85,HOME-DEA2,,
0C:F8:93:A2:F2:C0,9,WPA2WPA,CCMP TKIP,PSK,-67,HOME-F2C2,,
0C:F8:93:A2:F6:D0,11,WPA2WPA,CCMP TKIP,PSK,-83,None,,
0C:F8:93:A3:16:50,1,WPA2WPA,CCMP TKIP,PSK,-77,Wendysea ,,
0C:F8:93:F3:3D:50,11,WPA2WPA,CCMP TKIP,PSK,-57,HOME-3D52,,
0C:F8:93:F9:92:D0,11,WPA2WPA,CCMP TKIP,PSK,-65,ANDERSEN,,
0E:18:0A:79:DC:87,11,WPA2WPA,CCMP TKIP,PSK,-77,fpos,,
0E:18:0A:81:F0:A6,1,WPA2WPA,CCMP TKIP,PSK,-75,fpos,,
0E:18:0A:81:F0:D4,6,WPA2WPA,CCMP TKIP,PSK,-73,fpos,,
0E:18:0A:81:F8:3A,6,WPA2WPA,CCMP TKIP,PSK,-75,fpos,,
0E:18:0A:81:FA:A0,11,WPA2WPA,CCMP TKIP,PSK,-75,fpos,,
0E:18:0A:82:B9:DC,1,WPA2WPA,CCMP TKIP,PSK,-75,fpos,,
0E:18:D6:2F:BF:4E,11,WPA2,CCMP,PSK,-61,CRL_Guest,,
0E:51:A4:00:93:CC,1,OPN,,,-67,xfinitywifi,,
0E:51:A4:14:E4:BC,11,OPN,,,-77,xfinitywifi,,
0E:51:A4:16:4C:2C,11,OPN,,,-79,xfinitywifi,,
0E:51:A4:48:B5:80,6,OPN,,,-79,xfinitywifi,,
0E:51:A4:B1:B1:86,11,OPN,,,-61,xfinitywifi,,
10:08:B1:29:7F:AC,6,OPN,,,-63,HP-Print-AC-LaserJet 1102,,
10:0D:7F:4B:36:F1,1,WPA2,CCMP,PSK,-81,GP2,,
10:0D:7F:56:AD:9C,11,WPA2,CCMP,PSK,-69,rpg wireless,,
10:0D:7F:58:AD:5A,1,WPA2,CCMP,PSK,-47,NETGEAR83,,
10:0D:7F:67:01:B8,3,WPA2,CCMP,PSK,-69,None,,
10:0D:7F:70:62:56,2,WPA2,CCMP,PSK,-71,NETGEAR00,,
10:0D:7F:B7:2F:B5,4,WPA2,CCMP,PSK,-81,Empire Storage,,
10:0D:7F:D7:6C:95,11,WPA2,CCMP,PSK,-77,CG3000DV2C0,,
10:5F:06:10:7A:35,11,WPA2WPA,CCMP TKIP,PSK,-83,TreasuresConsignmentHome,,
10:5F:06:16:5F:45,11,WPA2WPA,CCMP TKIP,PSK,-73,CenturyLink7539,,
10:5F:06:21:14:15,11,WPA2WPA,CCMP TKIP,PSK,-79,CenturyLink2211,,
10:5F:06:3D:0F:B5,6,WPA2WPA,CCMP TKIP,PSK,-63,LunchLessons,,
10:5F:06:3E:B3:25,11,WPA2WPA,CCMP TKIP,PSK,-73,AestheticSolutions,,
10:5F:06:4B:0D:15,1,WPA2WPA,CCMP TKIP,PSK,-65,CenturyLink4975,,
10:5F:06:52:DD:35,11,WPA2WPA,CCMP TKIP,PSK,-69,None,,
10:5F:06:54:D8:A5,11,WPA2WPA,CCMP TKIP,PSK,-69,CriglerHome,,
10:5F:06:56:82:E5,11,WPA2WPA,CCMP TKIP,PSK,-77,CenturyLink1376,,
10:5F:06:56:96:C5,6,WPA2WPA,CCMP TKIP,PSK,-75,CenturyLink1694,,
10:5F:06:64:B8:15,11,WPA2WPA,CCMP TKIP,PSK,-77,CenturyLink0015,,
10:5F:06:74:2A:65,11,WPA2WPA,CCMP TKIP,PSK,-63,CenturyLink3981,,
10:5F:06:7A:AC:75,6,WPA2WPA,CCMP TKIP,PSK,-49,TheShadow,,
10:5F:06:7E:D3:D5,1,WPA2WPA,CCMP TKIP,PSK,-77,Alibaba,,
10:5F:06:86:F8:55,1,WPA2WPA,CCMP TKIP,PSK,-55,CenturyLink5152,,
10:5F:06:91:FE:D5,1,WPA2WPA,CCMP TKIP,PSK,-69,CenturyLink8104,,
10:5F:06:94:BF:25,11,WPA2WPA,CCMP TKIP,PSK,-67,CenturyLink2573,,
10:5F:06:9A:5E:65,1,WPA2WPA,CCMP TKIP,PSK,-81,Labyrinth,,
10:7B:EF:9A:6B:05,11,WPA2WPA,CCMP TKIP,PSK,-67,CenturyLink5394,,
10:7B:EF:9D:D8:61,11,WPA2WPA,CCMP TKIP,PSK,-79,CenturyLink6510,,
10:7B:EF:A9:DD:5D,1,WPA2WPA,CCMP TKIP,PSK,-71,CenturyLink1738,,
10:86:8C:1B:64:B4,11,WPA2WPA,CCMP TKIP,PSK,-79,Jetsanddogs,,
10:86:8C:1B:B3:56,11,WPA2WPA,CCMP TKIP,PSK,-75,elDiablo,,
10:86:8C:1C:37:2C,6,WPA2WPA,CCMP TKIP,PSK,-81,Ferrera,,
10:86:8C:1E:94:86,1,WPA2WPA,CCMP TKIP,PSK,-77,Jayroad01,,
10:86:8C:1E:B7:9A,11,WPA2WPA,CCMP TKIP,PSK,-43,JJ6,,
10:86:8C:2F:35:0C,1,WPA2WPA,CCMP TKIP,PSK,-79,BigBadFred-2.4,,
10:86:8C:31:2B:AA,1,WPA2WPA,CCMP TKIP,PSK,-71,wookie,,
10:86:8C:31:2D:44,1,WPA2WPA,CCMP TKIP,PSK,-73,ourwifi,,
10:86:8C:33:F3:94,11,WPA2WPA,CCMP TKIP,PSK,-81,Ralphies Wifi,,
10:86:8C:50:44:B8,6,WPA2WPA,CCMP TKIP,PSK,-79,Barcelona10,,
10:86:8C:53:37:04,1,WPA2WPA,CCMP TKIP,PSK,-23,joeo,,
10:86:8C:59:07:A6,6,WPA2WPA,CCMP TKIP,PSK,-69,igloo,,
10:86:8C:67:00:90,11,WPA2WPA,CCMP TKIP,PSK,-75,NSASurveillance,,
10:86:8C:6E:99:2C,11,WPA2WPA,CCMP TKIP,PSK,-63,TinyAcres,,
10:86:8C:71:55:F4,11,WPA2WPA,CCMP TKIP,PSK,-61,ramirez,,
10:86:8C:71:76:BA,1,WPA2WPA,CCMP TKIP,PSK,-61,RMJB4618,,
10:86:8C:79:6A:E6,6,WPA2WPA,CCMP TKIP,PSK,-77,Wendy,,
10:86:8C:7C:39:CE,11,WPA2WPA,CCMP TKIP,PSK,-61,BawanQ8,,
10:86:8C:80:56:6C,6,WPA2WPA,CCMP TKIP,PSK,-75,lonecrow,,
10:86:8C:83:AA:56,6,WPA2WPA,CCMP TKIP,PSK,-69,Home_4090,,
10:86:8C:92:C0:CC,6,WPA2WPA,CCMP TKIP,PSK,-75,CiaralovesSiah,,
10:86:8C:C5:95:60,6,WPA2WPA,CCMP TKIP,PSK,-85,comcasttahoe,,
10:86:8C:CD:64:20,6,WPA2WPA,CCMP TKIP,PSK,-81,leslieb308,,
10:86:8C:E2:88:50,11,WPA2WPA,CCMP TKIP,PSK,-67,BigModem2.4,,
10:86:8C:E3:5C:12,1,WPA2WPA,CCMP TKIP,PSK,-67,Argoth,,
10:86:8C:E3:D7:FA,6,WPA2WPA,CCMP TKIP,PSK,-65,jklmachine,,
10:9A:DD:84:47:55,6,WPA2,CCMP,PSK,-77,KickPuncher III,,
10:9A:DD:88:55:BB,11,WPA2,CCMP,PSK,-67,voltage,,
10:9F:A9:AE:1E:F5,6,WPA2WPA,CCMP TKIP,PSK,-75,CenturyLink0790,,
10:9F:A9:B7:0B:65,11,WPA2WPA,CCMP TKIP,PSK,-73,CenturyLink2501,,
10:9F:A9:B9:07:D5,1,WPA2WPA,CCMP TKIP,PSK,-79,CenturyLink0336,,
10:C3:7B:41:C0:20,6,WPA2,CCMP,PSK,-73,Steve&Michele-wireless,,
10:C3:7B:51:D5:C8,6,WPA2,CCMP,PSK,-79,Home,,
10:C3:7B:54:FB:90,10,WPA2,CCMP,PSK,-73,ASUS,,
10:C3:7B:99:1E:30,6,WPA2,CCMP,PSK,-79,Genkinet,,
10:C3:7B:9A:1D:38,6,WPA2,CCMP,PSK,-75,Ranch House Network,,
10:C3:7B:9A:D3:10,6,WPA2,CCMP,PSK,-75,1364 Golden Eagle,,
10:C3:7B:D1:91:40,3,WPA2,CCMP,PSK,-75,Camelot,,
10:C3:7B:D1:91:41,3,WPA2,CCMP,PSK,-75,welcome,,
10:C3:7B:DF:BC:C8,6,WPA2,CCMP,PSK,-77,termscout-conf-room,,
10:DA:43:09:4D:A3,1,OPN,,,-75,NETGEAR_EXT,,
10:DA:43:0D:E6:FE,1,WPA2,CCMP,PSK,-75,farnet,,
10:DA:43:48:0A:CC,1,WPA2,CCMP,PSK,-47,SweetCow,,
10:DA:43:48:8C:E4,1,WPA2,CCMP,PSK,-75,NETGEAR81,,
10:DA:43:75:AB:42,8,WPA2,CCMP,PSK,-77,PuraVida,,
10:FE:ED:E6:4B:15,11,WPA2,CCMP,PSK,-81,TrackingCookie24,,
12:18:0A:83:6D:08,1,WPA2WPA,CCMP TKIP,PSK,-73,None,,
12:7B:EF:8E:97:88,10,WPA2WPA,CCMP TKIP,PSK,-71,RauschHouse,,
12:7B:EF:90:53:98,9,WPA2WPA,CCMP TKIP,PSK,-61,CenturyLink1673,,
12:7B:EF:94:4B:68,3,WPA2WPA,CCMP TKIP,PSK,-61,CenturyLink7357,,
12:86:8C:1B:64:B4,11,WPA2WPA,CCMP TKIP,PSK,-73,None,,
12:86:8C:1B:B3:56,11,WPA2WPA,CCMP TKIP,PSK,-77,None,,
12:86:8C:1C:37:2C,6,WPA2WPA,CCMP TKIP,PSK,-79,None,,
12:86:8C:1E:94:86,1,WPA2WPA,CCMP TKIP,PSK,-75,None,,
12:86:8C:1E:A0:C0,1,WPA2WPA,CCMP TKIP,PSK,-73,None,,
12:86:8C:1E:B7:9A,11,WPA2WPA,CCMP TKIP,PSK,-41,None,,
12:86:8C:31:2B:AA,1,WPA2WPA,CCMP TKIP,PSK,-71,None,,
12:86:8C:31:2D:44,1,WPA2WPA,CCMP TKIP,PSK,-75,None,,
12:86:8C:35:08:92,1,WPA2WPA,CCMP TKIP,PSK,-79,None,,
12:86:8C:38:91:A6,11,WPA2WPA,CCMP TKIP,PSK,-75,None,,
12:86:8C:41:2F:3C,11,WPA2WPA,CCMP TKIP,PSK,-81,None,,
12:86:8C:50:44:B8,6,WPA2WPA,CCMP TKIP,PSK,-79,None,,
12:86:8C:53:37:04,1,WPA2WPA,CCMP TKIP,PSK,-23,None,,
12:86:8C:59:07:A6,6,WPA2WPA,CCMP TKIP,PSK,-75,None,,
12:86:8C:71:55:F4,11,WPA2WPA,CCMP TKIP,PSK,-65,None,,
12:86:8C:71:56:94,11,WPA2WPA,CCMP TKIP,PSK,-79,None,,
12:86:8C:71:76:BA,1,WPA2WPA,CCMP TKIP,PSK,-63,None,,
12:86:8C:7C:39:CE,11,WPA2WPA,CCMP TKIP,PSK,-61,None,,
12:86:8C:80:56:6C,6,WPA2WPA,CCMP TKIP,PSK,-75,None,,
12:86:8C:83:AA:56,6,WPA2WPA,CCMP TKIP,PSK,-67,None,,
12:86:8C:92:C0:CC,6,WPA2WPA,CCMP TKIP,PSK,-81,None,,
12:86:8C:CD:64:20,6,WPA2WPA,CCMP TKIP,PSK,-81,None,,
12:86:8C:CD:7F:32,1,WPA2WPA,CCMP TKIP,PSK,-75,None,,
12:86:8C:E2:88:50,11,WPA2WPA,CCMP TKIP,PSK,-59,None,,
12:86:8C:E3:5C:12,1,WPA2WPA,CCMP TKIP,PSK,-67,None,,
12:86:8C:E3:D7:FA,6,WPA2WPA,CCMP TKIP,PSK,-57,None,,
12:90:7F:21:2A:F8,11,WPA2WPA,CCMP TKIP,PSK,-81,BVDC-Internal,,
12:AB:F0:0D:5B:20,6,WPA2,CCMP,PSK,-57,None,,
12:AB:F0:2C:D0:C0,1,WPA2,CCMP,PSK,-69,None,,
12:CC:20:EC:03:3E,6,WPA2WPA,CCMP TKIP,PSK,-79,GuestWifi,,
12:CF:E2:56:84:50,11,WPA2,CCMP,PSK,-61,None,,
12:CF:E2:DD:93:A0,1,WPA2,CCMP,PSK,-51,None,,
12:CF:E2:E3:62:00,6,WPA2,CCMP,PSK,-67,XHS-E2E36202,,
12:DA:43:48:0A:CC,1,WPA2,CCMP,PSK,-55,None,,
14:22:DB:28:CA:64,1,WPA2,CCMP,PSK,-59,None,,
14:22:DB:28:CA:66,1,WPA2,CCMP,PSK,-61,scuderia,,
14:22:DB:28:CA:68,1,OPN,,,-59,None,,
14:22:DB:28:CA:6C,1,WPA2,CCMP,PSK,-59,scuderia Guest,,
14:22:DB:32:49:E4,1,WPA2,CCMP,PSK,-65,None,,
